11,-12,-1,2.05,2.05,0
11,-12,-1,2.57,2.57,0
10,-13,-1,3.06,3.06,0
16,-12,-1,3.57,3.57,0
21,-12,-1,4.07,4.07,0
22,-12,-1,4.58,4.58,0
22,-14,-1,5.08,5.08,0
16,-14,-1,5.59,5.59,0
11,-13,-1,6.09,6.09,0
10,-13,-1,6.60,6.60,0
11,-12,-1,7.09,7.09,0
11,-11,-1,7.61,7.61,0
12,-11,-1,8.10,8.10,0
19,-10,-1,8.61,8.61,0
24,-9,-1,9.11,9.11,0
23,-10,-1,9.62,9.62,0
24,-11,-1,10.12,10.12,0
12,-10,-1,10.63,10.63,0
6,-10,-1,11.13,11.13,0
8,-9,-1,11.62,11.62,0
10,-10,-1,12.14,12.14,0
12,-10,-1,12.63,12.63,0
12,-11,-1,13.14,13.14,0
14,-12,-1,13.64,13.64,0
3,-12,-1,14.15,14.15,0
0,-12,-1,14.65,14.65,0
0,-12,-1,15.16,15.16,0
13,-13,-1,15.66,15.66,0
18,-13,-1,16.17,16.17,0
17,-14,-1,0.39,16.66,0
13,-15,-1,0.90,17.18,0
13,-14,-1,1.40,17.67,0
4,-13,-1,1.89,18.17,0
2,-12,-1,2.41,18.68,0
8,-13,-1,3.41,19.69,0
17,-13,-1,3.91,20.19,0
21,-14,-1,0.43,20.70,0
21,-14,-1,0.93,21.19,0
21,-13,-1,1.44,21.70,0
20,-14,-1,1.94,22.20,0
20,-13,-1,2.45,22.71,0
19,-13,-1,2.95,23.21,0
20,-14,-1,3.46,23.72,0
20,-14,-1,3.96,24.22,0
20,-14,-1,0.44,24.73,0
