-7,1,0,0,1.22,1.22,0
-7,1,0,0,1.35,1.35,0
-7,1,0,0,1.56,1.56,0
-7,1,0,0,1.77,1.77,0
-7,1,0,0,1.96,1.96,0
-7,-1,0,0,2.17,2.17,0
-5,-12,0,0,2.37,2.37,0
-6,-21,0,0,2.57,2.57,0
-7,-29,0,0,2.77,2.77,0
-7,-36,0,0,2.98,2.98,0
-8,-41,0,0,3.17,3.17,0
-8,-44,0,0,3.38,3.38,0
-7,-46,0,0,3.59,3.59,0
-6,-48,0,0,3.78,3.78,0
-6,-48,0,0,3.99,3.99,0
-6,-40,0,0,4.18,4.18,0
-6,-28,0,0,4.39,4.39,0
-4,-18,0,0,4.60,4.60,0
-3,-12,0,0,4.79,4.79,0
-2,-7,0,0,5.19,5.19,0
-2,-7,0,0,5.40,5.40,0
-3,-7,0,0,5.61,5.61,0
-4,-6,0,0,5.80,5.80,0
-4,-5,0,0,6.01,6.01,0
-4,-5,0,0,6.21,6.21,0
-4,-4,0,0,6.41,6.41,0
-4,-3,0,0,6.61,6.61,0
-3,-5,0,0,6.82,6.82,0
-3,-15,0,0,7.01,7.01,1
-3,-27,0,0,7.22,7.22,1
0,-42,0,0,7.62,7.62,1
-2,-47,0,0,7.83,7.83,1
-2,-50,0,0,8.02,8.02,1
-2,-54,0,0,8.23,8.23,1
-2,-54,0,0,8.44,8.44,1
-2,-44,0,0,8.63,8.63,1
-3,-28,0,0,8.84,8.84,1
-2,-20,0,0,9.05,9.05,1
-2,-14,0,0,9.24,9.24,1
-2,-10,0,0,9.45,9.45,1
-3,-1,0,0,9.85,9.85,1
-4,0,0,0,10.05,10.05,1
-4,0,0,0,10.25,10.25,2
-5,-1,0,0,10.45,10.45,2
-5,-1,0,0,10.66,10.66,2
-5,-2,0,0,10.86,10.86,2
-5,-2,0,0,11.06,11.06,2
-3,-10,0,0,11.26,11.26,2
0,-26,0,0,11.46,11.46,2
-2,-40,0,0,11.67,11.67,2
-3,-49,0,0,11.86,11.86,2
-4,-54,0,0,12.07,12.07,2
-5,-54,0,0,12.28,12.28,2
-5,-53,0,0,12.47,12.47,2
-6,-40,0,0,12.68,12.68,2
-7,-26,0,0,0.18,12.89,2
-5,-20,0,0,0.37,13.08,2
-4,-17,0,0,0.58,13.29,2
-4,-14,0,0,0.77,13.48,2
-2,-7,0,0,0.98,13.69,2
-3,-4,0,0,1.19,13.90,2
0,-2,0,0,1.38,14.09,2
-4,-2,0,0,1.59,14.30,2
-8,0,0,0,1.78,14.49,2
-5,13,0,0,1.99,14.70,2
-5,23,0,0,2.20,14.90,2
-6,31,0,0,2.39,15.10,2
-6,35,0,0,2.60,15.30,2
-5,39,0,0,2.80,15.51,2
-3,33,0,0,3.00,15.70,2
0,19,0,0,3.20,15.91,2
0,8,0,0,3.40,16.10,2
-2,2,0,0,0.13,16.31,2
-3,1,0,0,0.34,16.52,2
-4,2,0,0,0.53,16.71,2
-5,5,0,0,0.74,16.92,2
-5,12,0,0,0.95,17.13,2
-5,20,0,0,1.14,17.32,2
-4,26,0,0,1.35,17.53,2
-2,32,0,0,1.56,17.74,2
-2,37,0,0,1.75,17.93,2
-4,42,0,0,1.96,18.14,2
-3,43,0,0,2.15,18.33,2
-3,42,0,0,2.36,18.54,2
-4,36,0,0,2.57,18.74,2
-4,27,0,0,2.76,18.94,2
-2,16,0,0,2.97,19.14,2
-3,10,0,0,3.17,19.35,2
-3,8,0,0,3.37,19.54,2
-3,6,0,0,0.06,19.75,2
-3,4,0,0,0.26,19.94,2
