-7,30,0,0,1.16,1.16,0
-7,39,0,0,1.35,1.35,0
-7,47,0,0,1.56,1.56,0
-6,50,0,0,1.77,1.77,0
-5,33,0,0,1.96,1.96,0
-5,21,0,0,2.17,2.17,0
-4,13,0,0,2.37,2.37,0
-4,9,0,0,2.57,2.57,0
-4,9,0,0,2.77,2.77,0
-4,10,0,0,2.97,2.97,0
-4,10,0,0,3.17,3.17,0
-5,13,0,0,3.38,3.38,0
-5,22,0,0,3.57,3.57,0
-5,35,0,0,3.79,3.79,0
-5,44,0,0,3.99,3.99,0
-4,48,0,0,4.18,4.18,0
-4,51,0,0,4.39,4.39,0
-4,48,0,0,4.58,4.58,0
-5,33,0,0,4.79,4.79,0
-5,23,0,0,5.00,5.00,0
-4,16,0,0,5.19,5.19,0
-4,11,0,0,5.40,5.40,0
-4,12,0,0,5.61,5.61,0
-4,11,0,0,5.80,5.80,0
-3,1,0,0,0.15,6.01,0
-3,-22,0,0,0.36,6.22,0
-5,-40,0,0,0.55,6.41,0
-6,-46,0,0,0.76,6.62,0
-5,-44,0,0,0.97,6.82,0
-4,-19,0,0,1.16,7.02,0
-3,3,0,0,1.37,7.22,0
-3,9,0,0,1.56,7.42,0
-3,10,0,0,1.77,7.62,0
-3,9,0,0,1.98,7.83,0
-3,8,0,0,2.17,8.02,0
-3,2,0,0,2.38,8.23,0
-2,-9,0,0,2.58,8.44,0
-2,-17,0,0,2.78,8.63,0
-2,-18,0,0,2.98,8.84,0
-3,-19,0,0,3.18,9.03,0
-2,-4,0,0,0.10,9.24,0
-2,3,0,0,0.30,9.45,0
-2,3,0,0,0.50,9.64,0
-2,3,0,0,0.70,9.85,0
-2,2,0,0,0.91,10.06,0
-2,2,0,0,1.10,10.25,0
-2,2,0,0,1.31,10.46,0
-2,2,0,0,1.50,10.65,0
-2,2,0,0,1.71,10.86,0
-2,2,0,0,1.92,11.06,0
-2,2,0,0,2.11,11.26,0
-3,1,0,0,2.32,11.46,0
-3,2,0,0,2.53,11.67,0
-3,2,0,0,2.72,11.86,0
-2,2,0,0,2.93,12.07,0
-2,1,0,0,3.12,12.26,0
-2,1,0,0,3.33,12.47,0
-2,1,0,0,0.03,12.68,0
-2,1,0,0,0.22,12.87,0
