-1.00,-1.00,-1.00,-1.00,0.97,0.97,0
-1.43,0.22,0.01,-0.01,1.17,1.17,0
-1.30,-0.94,0.02,-0.02,1.38,1.38,0
-0.56,-4.99,0.09,0.01,1.57,1.57,0
-1.80,-11.03,0.17,-0.03,1.78,1.78,0
-3.09,-17.07,0.34,-0.02,1.97,1.97,0
-4.31,-24.94,0.36,-0.06,2.18,2.18,0
-4.22,-30.29,0.50,-0.05,2.39,2.39,0
-4.36,-32.46,0.54,-0.06,2.58,2.58,0
-4.54,-31.95,0.53,-0.08,2.79,2.79,0
-4.86,-22.09,0.31,-0.15,3.00,3.00,0
-4.49,-12.09,0.16,-0.10,3.21,3.21,0
-3.06,-6.37,0.14,-0.04,3.40,3.40,0
-2.87,-3.90,0.04,-0.04,3.61,3.61,0
-2.73,-2.98,0.05,-0.04,3.81,3.81,0
-2.83,-3.11,0.04,-0.04,4.02,4.02,0
-2.87,-2.09,0.03,-0.04,4.23,4.23,0
-2.91,-2.42,0.04,-0.04,4.42,4.42,0
-3.18,-4.24,0.08,-0.04,4.63,4.63,0
-3.37,-9.21,0.18,-0.03,4.84,4.84,0
-3.67,-15.85,0.27,-0.06,5.05,5.05,0
-3.65,-22.10,0.38,-0.05,5.25,5.25,0
-3.33,-25.96,0.41,-0.05,5.45,5.45,0
-3.51,-29.40,0.47,-0.05,5.65,5.65,0
-3.12,-29.30,0.48,-0.04,0.03,5.86,0
-2.04,-18.80,0.32,0.00,0.24,6.07,0
-2.04,-10.72,0.20,-0.01,0.45,6.28,0
-1.43,-7.50,0.12,-0.02,0.64,6.47,0
-1.53,-5.60,0.09,-0.03,0.85,6.68,0
-1.54,-4.24,0.07,-0.05,1.06,6.89,0
-2.03,-4.57,0.06,-0.05,1.27,7.09,0
-1.75,-4.68,0.08,-0.02,1.47,7.30,0
-1.79,-4.64,0.06,-0.03,1.67,7.49,0
-1.86,-5.12,0.08,-0.03,1.87,7.70,0
-2.46,-6.37,0.10,-0.03,2.08,7.91,0
-3.27,-10.69,0.14,-0.05,2.29,8.12,0
-3.48,-21.27,0.36,-0.03,2.50,8.33,0
-3.47,-29.02,0.48,-0.06,2.71,8.53,0
-3.09,-32.96,0.55,-0.03,2.90,8.73,0
-2.93,-35.01,0.55,-0.05,3.11,8.93,0
-2.78,-36.13,0.60,-0.03,3.31,9.14,0
-2.94,-33.03,0.48,-0.07,3.52,9.35,0
-2.15,-23.73,0.33,-0.11,0.17,9.54,0
-2.03,-15.49,0.19,-0.02,0.38,9.75,0
-2.67,-8.69,0.15,-0.01,0.59,9.96,0
-2.46,-6.36,0.10,-0.03,0.79,10.17,0
-2.46,-5.36,0.11,-0.02,1.00,10.37,0
-2.50,-4.90,0.08,-0.04,1.19,10.57,0
-2.21,-4.84,0.08,-0.03,1.40,10.77,0
-2.38,-4.90,0.09,-0.02,1.61,10.98,0
-2.62,-5.39,0.07,-0.05,1.82,11.19,0
-2.54,-6.28,0.11,-0.03,2.03,11.40,0
-2.73,-7.51,0.15,-0.04,2.22,11.59,0
-2.97,-12.79,0.29,-0.04,2.43,11.80,0
-3.31,-17.02,0.26,-0.09,2.63,12.01,0
-2.95,-26.95,0.45,-0.06,2.84,12.22,0
-2.74,-33.31,0.53,-0.05,3.05,12.42,0
-2.71,-37.78,0.60,-0.04,3.24,12.62,0
-2.42,-38.25,0.62,-0.04,3.45,12.82,0
-2.24,-31.00,0.57,-0.03,0.18,13.03,0
