-1.00,-1.00,-1.00,-1.00,0.97,0.97,0
-2.35,14.75,-0.23,-0.04,1.17,1.17,0
-2.65,19.07,-0.32,-0.05,1.37,1.37,0
-2.60,18.90,-0.33,-0.06,1.57,1.57,0
-2.50,9.76,-0.20,-0.05,1.78,1.78,0
-2.56,0.93,0.03,-0.04,1.97,1.97,0
-2.55,-3.01,0.05,-0.04,2.18,2.18,0
-2.66,-4.26,0.05,-0.04,2.37,2.37,0
-2.63,-5.72,0.08,-0.05,2.58,2.58,0
-2.64,-5.39,0.08,-0.04,2.79,2.79,0
-2.81,-5.28,0.09,-0.04,2.98,2.98,0
-2.65,-5.26,0.08,-0.05,3.19,3.19,0
-2.62,-4.80,0.09,-0.03,3.40,3.40,0
-2.95,-2.15,0.07,-0.05,3.59,3.59,0
-3.35,5.42,-0.07,-0.06,3.80,3.80,0
-3.31,11.78,-0.19,-0.05,4.01,4.01,0
-3.35,16.44,-0.24,-0.02,4.21,4.21,0
-2.85,19.11,-0.45,-0.03,4.41,4.41,0
-3.17,20.33,-0.31,-0.04,4.61,4.61,0
-2.47,18.24,-0.28,-0.02,4.82,4.82,0
-2.85,14.63,-0.26,-0.07,5.03,5.03,0
-2.86,5.79,-0.11,-0.04,5.24,5.24,0
-3.07,-1.00,0.02,-0.04,5.43,5.43,0
-3.08,-1.51,0.02,-0.04,5.64,5.64,0
-3.52,-5.05,0.09,-0.06,5.85,5.85,0
-3.12,-6.01,0.09,-0.06,0.15,6.05,0
-2.97,-6.45,0.11,-0.04,0.36,6.26,0
-3.05,-6.43,0.09,-0.04,0.55,6.45,0
-2.53,-7.39,0.13,-0.03,0.76,6.66,0
-2.47,-3.32,0.00,-0.03,0.96,6.87,0
-2.37,3.36,-0.05,-0.02,1.17,7.08,0
-2.63,10.99,-0.22,-0.03,1.38,7.29,0
-1.42,16.19,-0.27,-0.01,1.57,7.48,0
-0.92,19.10,-0.30,-0.03,1.78,7.69,0
-0.94,20.24,-0.32,-0.01,1.99,7.89,0
-1.38,21.71,-0.37,-0.03,2.20,8.10,0
-1.45,20.29,-0.36,-0.06,2.40,8.31,0
-0.48,15.47,-0.19,0.02,2.60,8.50,0
-0.13,6.20,-0.05,0.00,2.80,8.71,0
-0.72,1.06,-0.02,0.01,3.01,8.92,0
-0.99,-0.24,0.01,-0.01,3.22,9.13,0
-0.79,-1.72,0.02,-0.02,3.43,9.33,0
-0.71,-2.99,0.05,-0.02,0.15,9.53,0
-0.78,-3.45,0.06,-0.01,0.36,9.73,0
-0.67,-3.08,0.05,-0.00,0.56,9.94,0
-0.86,-3.15,0.06,-0.01,0.77,10.15,0
-0.74,-2.13,0.02,-0.03,0.98,10.36,0
-0.28,1.26,-0.03,-0.01,1.17,10.55,0
0.27,5.75,-0.14,-0.01,1.38,10.76,0
0.20,10.82,-0.14,0.01,1.59,10.97,0
0.40,15.37,-0.24,0.02,1.80,11.18,0
0.36,17.58,-0.28,0.01,1.99,11.37,0
0.05,18.93,-0.30,0.01,2.20,11.58,0
0.27,18.81,-0.30,0.00,2.40,11.78,0
0.21,16.39,-0.25,0.01,2.61,11.99,0
0.16,10.17,-0.17,0.01,2.82,12.20,0
0.31,4.36,-0.01,0.05,3.01,12.39,0
0.25,0.77,-0.01,0.00,3.22,12.60,0
0.17,-1.32,0.04,0.01,3.43,12.81,0
0.36,-4.09,0.02,-0.01,0.19,13.02,0
