-2,3,0,0,1.16,1.16,0
-2,0,0,0,1.35,1.35,0
0,-7,0,0,1.77,1.77,0
0,-14,0,0,1.96,1.96,0
0,-17,0,0,2.17,2.17,0
-2,0,0,0,2.77,2.77,0
-2,4,0,0,2.97,2.97,0
-2,7,0,0,3.17,3.17,0
-2,8,0,0,3.38,3.38,0
-2,9,0,0,3.57,3.57,0
-2,9,0,0,3.78,3.78,0
-2,9,0,0,3.99,3.99,0
-2,9,0,0,4.18,4.18,0
-2,8,0,0,4.39,4.39,0
-2,5,0,0,4.58,4.58,0
0,-13,0,0,5.40,5.40,0
0,-15,0,0,5.61,5.61,0
0,-16,0,0,0.03,5.80,0
0,-4,0,0,0.45,6.21,0
-2,6,0,0,1.04,6.81,0
-2,7,0,0,1.25,7.01,0
-2,7,0,0,1.66,7.43,0
-2,-21,0,0,0.39,9.45,0
-3,-12,0,0,0.58,9.64,0
-2,-2,0,0,0.79,9.85,0
-2,1,0,0,1.00,10.06,0
-2,5,0,0,1.19,10.25,0
-2,6,0,0,1.40,10.46,0
-2,6,0,0,1.59,10.65,0
-2,6,0,0,1.80,10.86,0
-2,5,0,0,2.00,11.06,0
-3,0,0,0,2.20,11.26,0
-3,-9,0,0,2.40,11.46,0
-3,-17,0,0,2.61,11.67,0
-2,-23,0,0,2.80,11.86,0
-2,-27,0,0,3.01,12.07,0
-3,-29,0,0,3.22,12.28,0
-3,-28,0,0,3.41,12.47,0
-4,-17,0,0,0.03,12.68,0
-4,-5,0,0,0.22,12.87,0
